Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C317,P043,Books,286.06,2023-01-06
C195,P031,Books,69.73,2023-02-23
C094,P022,Electronics,267.23,2023-07-03
C035,P020,Toys & Games,188.04,2023-06-07
C428,P024,Books,304.43,2023-12-09
C133,P028,Books,59.05,2023-01-14
C378,P004,Books,216.16,2023-04-27
C500,P018,Electronics,26.72,2023-09-26
C016,P039,Books,87.16,2023-03-03
C126,P039,Books,164.69,2023-06-11
C002,P047,Clothing,315.08,2023-06-02
C474,P038,Home & Kitchen,470.75,2023-11-20
C116,P031,Books,317.22,2023-01-05
C483,P002,Books,411.34,2023-05-04
C226,P048,Books,246.2,2023-06-05
C468,P033,Electronics,441.5,2023-04-17
C495,P045,Clothing,460.74,2023-06-14
C283,P050,Home & Kitchen,434.44,2023-09-24
C405,P021,Home & Kitchen,410.76,2023-08-17
C095,P005,Clothing,354.61,2023-05-15
C306,P033,Electronics,203.15,2023-02-24
C106,P030,Home & Kitchen,77.12,2023-01-09
C129,P020,Toys & Games,375.52,2023-07-23
C014,P011,Books,219.12,2023-06-13
C045,P038,Home & Kitchen,415.1,2023-03-22
C211,P009,Toys & Games,256.74,2023-01-17
C236,P035,Books,69.98,2023-03-23
C280,P032,Home & Kitchen,37.57,2023-08-09
C004,P050,Home & Kitchen,389.07,2023-04-29
C386,P041,Home & Kitchen,44.13,2023-07-04
C359,P017,Electronics,294.63,2023-11-20
C433,P034,Home & Kitchen,346.31,2023-04-13
C023,P047,Clothing,427.77,2023-12-01
C245,P026,Electronics,30.41,2023-03-26
C155,P012,Electronics,101.14,2023-06-01
C422,P018,Electronics,44.51,2023-10-08
C495,P016,Toys & Games,365.3,2023-02-19
C378,P010,Home & Kitchen,279.14,2023-03-29
C166,P008,Home & Kitchen,87.61,2023-01-29
C336,P031,Books,491.62,2023-05-22
C460,P011,Books,440.25,2023-06-23
C009,P001,Clothing,414.23,2023-07-26
C283,P049,Electronics,338.9,2023-06-01
C230,P043,Books,402.56,2023-11-22
C222,P032,Home & Kitchen,167.93,2023-07-26
C444,P045,Clothing,288.34,2023-09-01
C162,P003,Electronics,271.11,2023-05-29
C212,P017,Electronics,306.25,2023-09-02
C213,P033,Electronics,17.5,2023-10-03
C081,P035,Books,389.54,2023-01-21
C499,P023,Books,235.87,2023-01-27
C305,P013,Home & Kitchen,428.54,2023-05-27
C409,P046,Books,79.49,2023-11-15
C125,P008,Home & Kitchen,482.45,2023-01-30
C386,P010,Home & Kitchen,101.36,2023-11-06
C181,P019,Home & Kitchen,245.96,2023-07-16
C350,P009,Toys & Games,362.59,2023-06-20
C088,P001,Clothing,81.17,2023-11-01
C034,P012,Electronics,360.81,2023-05-16
C354,P007,Books,451.09,2023-04-01
C257,P036,Clothing,423.66,2023-04-21
C318,P019,Home & Kitchen,248.05,2023-03-10
C101,P007,Books,104.31,2023-06-08
C095,P043,Books,180.08,2023-03-09
C300,P009,Toys & Games,233.45,2023-03-22
C258,P031,Books,407.77,2023-10-29
C288,P031,Books,212.97,2023-05-28
C328,P021,Home & Kitchen,386.14,2023-02-21
C436,P017,Electronics,313.77,2023-02-20
C222,P003,Electronics,376.06,2023-01-13
C121,P005,Clothing,21.95,2023-05-26
C086,P026,Electronics,485.6,2023-01-22
C041,P017,Electronics,281.74,2023-08-28
C091,P047,Clothing,189.76,2023-07-28
C249,P040,Electronics,377.29,2023-05-25
C377,P001,Clothing,315.11,2023-12-22
C288,P006,Electronics,196.9,2023-06-21
C013,P003,Electronics,394.24,2023-03-06
C456,P049,Electronics,103.14,2023-10-17
C460,P039,Books,414.34,2023-04-13
C491,P019,Home & Kitchen,158.13,2023-09-17
C119,P033,Electronics,256.25,2023-08-29
C252,P044,Clothing,463.55,2023-09-01
C092,P025,Clothing,170.1,2023-08-10
C181,P032,Home & Kitchen,277.68,2023-02-05
C119,P017,Electronics,211.39,2023-12-06
C454,P043,Books,472.88,2023-03-16
C245,P022,Electronics,245.35,2023-11-13
C481,P004,Books,386.12,2023-03-12
C350,P024,Books,455.62,2023-06-05
C375,P037,Clothing,68.53,2023-09-01
C500,P047,Clothing,256.33,2023-04-29
C140,P031,Books,308.96,2023-05-31
C384,P025,Clothing,58.89,2023-04-15
C213,P048,Books,464.87,2023-06-23
C444,P028,Books,302.76,2023-10-06
C289,P009,Toys & Games,76.46,2023-04-12
C065,P028,Books,373.89,2023-09-24
C342,P032,Home & Kitchen,74.18,2023-04-18
C426,P042,Clothing,104.05,2023-08-02
C390,P032,Home & Kitchen,51.75,2023-10-25
C270,P019,Home & Kitchen,342.28,2023-10-22
C387,P004,Books,350.25,2023-03-03
C065,P026,Electronics,391.47,2023-10-03
C180,P025,Clothing,172.0,2023-04-27
C406,P012,Electronics,242.69,2023-08-10
C236,P050,Home & Kitchen,343.84,2023-01-04
C191,P025,Clothing,272.87,2023-09-03
C066,P011,Books,399.32,2023-11-05
C224,P028,Books,205.01,2023-02-08
C424,P012,Electronics,331.13,2023-07-03
C313,P014,Toys & Games,121.18,2023-11-05
C287,P023,Books,157.52,2023-04-26
C305,P039,Books,64.0,2023-08-05
C348,P011,Books,497.71,2023-05-08
C398,P025,Clothing,351.63,2023-02-26
C122,P041,Home & Kitchen,216.52,2023-07-23
C216,P038,Home & Kitchen,248.02,2023-11-15
C098,P035,Books,346.48,2023-03-15
C336,P035,Books,254.54,2023-08-18
C204,P020,Toys & Games,6.18,2023-01-25
C223,P022,Electronics,99.13,2023-10-26
C496,P014,Toys & Games,84.02,2023-08-30
C483,P002,Books,206.17,2023-11-02
C052,P039,Books,363.08,2023-08-05
C331,P026,Electronics,254.85,2023-12-01
C337,P039,Books,226.53,2023-12-29
C164,P040,Electronics,66.69,2023-04-07
C499,P049,Electronics,337.89,2023-05-06
C336,P025,Clothing,169.89,2023-12-01
C262,P049,Electronics,355.91,2023-01-02
C486,P034,Home & Kitchen,33.14,2023-10-17
C092,P043,Books,228.84,2023-10-17
C467,P001,Clothing,19.96,2023-10-28
C324,P049,Electronics,309.87,2023-07-16
C164,P001,Clothing,37.73,2023-12-02
C208,P001,Clothing,410.52,2023-06-23
C354,P014,Toys & Games,324.35,2023-05-31
C061,P042,Clothing,136.87,2023-04-07
C169,P006,Electronics,52.3,2023-10-13
C109,P017,Electronics,127.6,2023-11-14
C029,P003,Electronics,150.04,2023-02-21
C026,P045,Clothing,57.56,2023-06-30
C352,P010,Home & Kitchen,227.46,2023-05-20
C487,P008,Home & Kitchen,210.23,2023-11-16
C458,P002,Books,244.53,2023-07-04
C206,P048,Books,136.05,2023-11-18
C257,P027,Toys & Games,36.06,2023-08-15
C488,P007,Books,97.24,2023-06-24
C485,P021,Home & Kitchen,444.71,2023-12-27
C429,P001,Clothing,344.38,2023-09-05
C368,P004,Books,140.94,2023-01-17
C146,P045,Clothing,240.39,2023-08-27
C205,P033,Electronics,302.95,2023-10-14
C459,P032,Home & Kitchen,382.9,2023-05-19
C321,P034,Home & Kitchen,289.33,2023-04-30
C377,P011,Books,391.37,2023-05-02
C460,P042,Clothing,388.57,2023-10-09
C259,P033,Electronics,15.87,2023-06-13
C237,P006,Electronics,44.97,2023-04-05
C476,P011,Books,41.4,2023-07-03
C294,P010,Home & Kitchen,312.3,2023-10-27
C334,P041,Home & Kitchen,33.09,2023-07-26
C260,P049,Electronics,206.48,2023-10-15
C319,P027,Toys & Games,480.95,2023-09-23
C006,P010,Home & Kitchen,34.07,2023-09-01
C317,P030,Home & Kitchen,432.89,2023-08-05
C160,P021,Home & Kitchen,335.61,2023-11-15
C156,P026,Electronics,435.14,2023-04-16
C396,P018,Electronics,395.25,2023-03-27
C023,P017,Electronics,89.43,2023-04-12
C409,P041,Home & Kitchen,375.58,2023-02-22
C261,P010,Home & Kitchen,407.57,2023-07-26
C037,P045,Clothing,225.94,2023-01-25
C396,P010,Home & Kitchen,407.38,2023-09-03
C067,P035,Books,265.2,2023-04-29
C409,P031,Books,118.3,2023-04-25
C373,P017,Electronics,310.49,2023-11-14
C120,P013,Home & Kitchen,130.32,2023-08-28
C346,P021,Home & Kitchen,233.36,2023-01-13
C191,P003,Electronics,445.26,2023-06-13
C457,P035,Books,211.22,2023-01-14
C298,P016,Toys & Games,239.53,2023-08-26
C137,P021,Home & Kitchen,338.07,2023-02-12
C313,P002,Books,426.58,2023-08-06
C027,P014,Toys & Games,249.36,2023-03-04
C430,P041,Home & Kitchen,214.42,2023-04-25
C416,P006,Electronics,293.55,2023-07-31
C214,P032,Home & Kitchen,492.48,2023-08-06
C377,P003,Electronics,306.17,2023-10-13
C473,P016,Toys & Games,123.97,2023-02-01
C425,P028,Books,278.57,2023-03-14
C045,P021,Home & Kitchen,228.78,2023-01-10
C174,P030,Home & Kitchen,198.91,2023-10-10
C070,P025,Clothing,473.61,2023-03-22
C166,P001,Clothing,191.12,2023-09-06
C067,P024,Books,364.82,2023-05-02
C264,P037,Clothing,395.72,2023-12-18
C167,P004,Books,425.73,2023-07-17
C277,P035,Books,153.72,2023-05-24
C010,P043,Books,91.02,2023-01-12
C441,P026,Electronics,220.58,2023-12-05
C399,P004,Books,68.64,2023-08-06
C413,P017,Electronics,465.64,2023-01-08
C048,P003,Electronics,375.34,2023-10-15
C146,P008,Home & Kitchen,135.45,2023-08-18
C092,P011,Books,30.55,2023-07-14
C144,P008,Home & Kitchen,76.74,2023-11-28
C131,P006,Electronics,57.58,2023-11-18
C479,P002,Books,237.1,2023-08-24
C212,P038,Home & Kitchen,151.24,2023-05-16
C354,P013,Home & Kitchen,91.8,2023-08-17
C326,P021,Home & Kitchen,195.3,2023-08-18
C484,P019,Home & Kitchen,174.58,2023-02-04
C331,P036,Clothing,193.98,2023-09-20
C492,P024,Books,466.69,2023-06-25
C319,P024,Books,202.96,2023-08-01
C012,P011,Books,145.83,2023-02-20
C088,P025,Clothing,304.04,2023-09-28
C385,P032,Home & Kitchen,406.49,2023-08-28
C060,P024,Books,49.05,2023-06-05
C353,P028,Books,171.88,2023-08-02
C323,P015,Clothing,441.9,2023-06-13
C195,P034,Home & Kitchen,283.65,2023-01-01
C331,P020,Toys & Games,483.74,2023-02-08
C425,P028,Books,191.59,2023-01-12
C223,P004,Books,238.8,2023-03-31
C111,P039,Books,413.53,2023-11-09
C134,P049,Electronics,132.29,2023-06-07
C437,P018,Electronics,344.61,2023-12-20
C251,P028,Books,62.78,2023-04-26
C359,P018,Electronics,316.93,2023-12-11
C449,P017,Electronics,95.15,2023-02-16
C337,P036,Clothing,225.25,2023-07-18
C326,P024,Books,345.59,2023-11-03
C462,P012,Electronics,328.17,2023-02-12
C372,P016,Toys & Games,372.39,2023-05-16
C334,P012,Electronics,366.34,2023-08-07
C023,P025,Clothing,394.35,2023-12-15
C156,P024,Books,427.38,2023-03-02
C101,P046,Books,185.68,2023-10-22
C261,P030,Home & Kitchen,323.25,2023-07-15
C079,P010,Home & Kitchen,387.31,2023-11-21
C091,P029,Books,263.1,2023-07-18
C031,P034,Home & Kitchen,114.42,2023-04-10
C306,P040,Electronics,471.42,2023-06-15
C310,P036,Clothing,33.88,2023-10-01
C161,P018,Electronics,67.74,2023-05-03
C035,P008,Home & Kitchen,305.15,2023-12-01
C389,P020,Toys & Games,65.06,2023-03-17
C342,P017,Electronics,40.37,2023-05-22
C030,P024,Books,20.74,2023-01-24
C021,P020,Toys & Games,6.58,2023-03-22
C303,P026,Electronics,319.15,2023-06-21
C242,P043,Books,287.63,2023-03-26
C048,P043,Books,269.83,2023-08-02
C028,P044,Clothing,212.81,2023-03-19
C072,P037,Clothing,368.41,2023-06-19
C154,P050,Home & Kitchen,185.49,2023-10-23
C155,P003,Electronics,105.2,2023-01-15
C232,P021,Home & Kitchen,322.97,2023-02-14
C207,P036,Clothing,482.82,2023-03-28
C188,P003,Electronics,259.46,2023-10-21
C214,P035,Books,296.13,2023-07-04
C078,P031,Books,398.52,2023-12-08
C258,P018,Electronics,437.25,2023-10-29
C349,P009,Toys & Games,429.16,2023-05-28
C063,P004,Books,342.78,2023-08-22
C347,P019,Home & Kitchen,417.33,2023-04-20
C138,P010,Home & Kitchen,183.46,2023-04-07
C153,P007,Books,248.27,2023-12-12
C419,P046,Books,185.11,2023-04-14
C069,P005,Clothing,348.87,2023-02-15
C254,P037,Clothing,139.41,2023-07-16
C376,P017,Electronics,176.42,2023-12-24
C110,P026,Electronics,354.85,2023-06-12
C148,P038,Home & Kitchen,450.84,2023-05-06
C462,P045,Clothing,75.91,2023-05-18
C345,P027,Toys & Games,428.4,2023-10-02
C415,P038,Home & Kitchen,166.19,2023-11-16
C022,P001,Clothing,346.02,2023-09-21
C326,P025,Clothing,376.3,2023-02-06
C409,P046,Books,175.49,2023-02-04
C123,P008,Home & Kitchen,155.66,2023-10-11
C159,P033,Electronics,334.05,2023-03-24
C153,P011,Books,466.53,2023-12-29
C068,P002,Books,309.85,2023-08-27
C222,P023,Books,130.96,2023-01-28
C399,P036,Clothing,466.97,2023-03-13
C240,P029,Books,93.4,2023-03-12
C081,P032,Home & Kitchen,238.54,2023-06-14
C186,P024,Books,496.13,2023-10-05
C216,P046,Books,435.32,2023-12-18
C183,P030,Home & Kitchen,114.37,2023-11-13
C461,P020,Toys & Games,442.61,2023-09-30
C155,P039,Books,473.84,2023-04-05
C281,P044,Clothing,410.38,2023-05-28
C319,P045,Clothing,65.4,2023-03-15
C361,P019,Home & Kitchen,320.13,2023-07-17
C208,P046,Books,339.26,2023-03-16
C111,P049,Electronics,357.32,2023-11-04
C061,P021,Home & Kitchen,213.53,2023-03-14
C437,P023,Books,94.51,2023-11-07
C434,P042,Clothing,105.88,2023-12-22
C350,P018,Electronics,373.03,2023-04-14
C208,P011,Books,73.99,2023-10-19
C056,P023,Books,156.26,2023-02-08
C147,P044,Clothing,23.43,2023-05-05
C395,P038,Home & Kitchen,356.77,2023-03-18
C098,P001,Clothing,486.91,2023-05-21
C172,P007,Books,104.68,2023-03-13
C269,P023,Books,326.06,2023-01-05
C405,P048,Books,482.55,2023-09-02
C409,P003,Electronics,204.48,2023-06-12
C173,P008,Home & Kitchen,175.15,2023-07-08
C099,P042,Clothing,126.51,2023-01-29
C350,P047,Clothing,90.15,2023-05-31
C372,P031,Books,337.61,2023-07-06
C033,P021,Home & Kitchen,365.78,2023-08-31
C331,P025,Clothing,39.04,2023-03-31
C113,P050,Home & Kitchen,296.56,2023-10-08
C201,P043,Books,365.48,2023-05-31
C236,P048,Books,380.93,2023-01-15
C010,P011,Books,309.34,2023-02-01
C132,P029,Books,334.98,2023-10-14
C135,P024,Books,491.08,2023-08-02
C372,P033,Electronics,253.79,2023-12-24
C191,P026,Electronics,412.11,2023-02-12
C428,P024,Books,259.9,2023-05-13
C266,P049,Electronics,131.37,2023-07-11
C166,P022,Electronics,312.6,2023-04-20
C164,P004,Books,50.59,2023-07-09
C065,P023,Books,138.92,2023-09-20
C187,P018,Electronics,225.31,2023-01-26
C087,P037,Clothing,203.31,2023-12-24
C273,P018,Electronics,329.73,2023-02-15
C100,P008,Home & Kitchen,490.91,2023-01-18
C225,P002,Books,313.95,2023-10-15
C414,P039,Books,183.9,2023-05-15
C360,P013,Home & Kitchen,438.77,2023-06-20
C057,P045,Clothing,46.21,2023-02-18
C404,P024,Books,298.65,2023-07-03
C308,P047,Clothing,109.25,2023-04-15
C100,P047,Clothing,327.2,2023-05-13
C347,P032,Home & Kitchen,140.12,2023-12-04
C431,P050,Home & Kitchen,238.31,2023-01-06
C471,P001,Clothing,316.26,2023-08-29
C413,P016,Toys & Games,414.41,2023-02-11
C255,P022,Electronics,92.47,2023-07-19
C011,P035,Books,197.88,2023-11-16
C066,P039,Books,250.26,2023-12-01
C148,P004,Books,107.49,2023-04-09
C375,P015,Clothing,148.68,2023-03-21
C136,P025,Clothing,125.46,2023-05-14
C373,P023,Books,192.42,2023-09-11
C298,P004,Books,305.2,2023-01-20
C243,P009,Toys & Games,222.82,2023-05-26
C198,P001,Clothing,376.29,2023-05-02
C394,P038,Home & Kitchen,125.47,2023-08-23
C336,P049,Electronics,330.98,2023-06-19
C346,P032,Home & Kitchen,288.51,2023-05-12
C395,P032,Home & Kitchen,227.93,2023-10-18
C094,P018,Electronics,249.5,2023-06-22
C473,P019,Home & Kitchen,248.54,2023-03-30
C097,P021,Home & Kitchen,78.08,2023-07-19
C121,P013,Home & Kitchen,466.9,2023-07-09
C492,P031,Books,263.17,2023-12-25
C152,P032,Home & Kitchen,157.73,2023-12-10
C092,P036,Clothing,338.97,2023-05-09
C423,P017,Electronics,5.21,2023-12-29
C298,P034,Home & Kitchen,471.27,2023-09-05
C362,P042,Clothing,217.15,2023-12-09
C136,P015,Clothing,446.31,2023-07-05
C177,P023,Books,81.94,2023-02-23
C144,P025,Clothing,337.98,2023-08-05
C002,P013,Home & Kitchen,452.67,2023-07-21
C004,P030,Home & Kitchen,429.52,2023-01-23
C282,P015,Clothing,62.62,2023-06-22
C477,P034,Home & Kitchen,212.23,2023-12-01
C165,P044,Clothing,19.8,2023-02-27
C082,P024,Books,139.21,2023-08-09
C158,P005,Clothing,52.35,2023-12-31
C243,P039,Books,315.18,2023-11-21
C263,P041,Home & Kitchen,341.91,2023-08-10
C322,P034,Home & Kitchen,355.76,2023-01-12
C325,P001,Clothing,188.86,2023-12-05
C070,P038,Home & Kitchen,257.32,2023-03-23
C076,P020,Toys & Games,181.62,2023-02-03
C398,P043,Books,90.42,2023-10-03
C156,P022,Electronics,196.84,2023-07-05
C001,P002,Books,478.06,2023-06-22
C118,P037,Clothing,6.47,2023-08-25
C408,P044,Clothing,420.58,2023-10-24
C335,P043,Books,288.52,2023-04-06
C483,P027,Toys & Games,137.84,2023-09-02
C408,P043,Books,28.31,2023-11-28
C123,P034,Home & Kitchen,330.17,2023-01-21
C326,P006,Electronics,386.5,2023-12-04
C103,P018,Electronics,240.84,2023-07-16
C468,P026,Electronics,292.22,2023-06-28
C037,P048,Books,476.25,2023-04-29
C286,P038,Home & Kitchen,389.18,2023-03-25
C427,P004,Books,193.11,2023-08-17
C028,P050,Home & Kitchen,318.36,2023-10-04
C207,P029,Books,290.49,2023-10-02
C095,P021,Home & Kitchen,359.27,2023-02-24
C439,P005,Clothing,206.63,2023-01-01
C499,P014,Toys & Games,216.17,2023-08-01
C098,P015,Clothing,454.52,2023-12-11
C181,P017,Electronics,464.07,2023-09-04
C322,P042,Clothing,84.11,2023-01-10
C002,P020,Toys & Games,228.08,2023-09-24
C111,P026,Electronics,347.68,2023-04-20
C218,P022,Electronics,59.78,2023-01-16
C135,P047,Clothing,435.88,2023-07-15
C290,P036,Clothing,300.71,2023-03-02
C035,P007,Books,457.44,2023-12-26
C324,P006,Electronics,142.39,2023-04-26
C402,P016,Toys & Games,176.53,2023-09-14
C045,P049,Electronics,387.48,2023-10-31
C399,P004,Books,233.66,2023-03-16
C311,P001,Clothing,338.25,2023-06-26
C062,P007,Books,410.1,2023-03-27
C044,P034,Home & Kitchen,358.09,2023-04-04
C235,P020,Toys & Games,341.8,2023-07-09
C242,P017,Electronics,406.53,2023-02-12
C419,P015,Clothing,34.01,2023-08-01
C051,P001,Clothing,136.14,2023-06-12
C266,P014,Toys & Games,78.13,2023-09-13
C035,P006,Electronics,160.48,2023-10-09
C370,P006,Electronics,158.79,2023-10-11
C264,P012,Electronics,113.53,2023-07-07
C178,P025,Clothing,414.76,2023-08-21
C044,P004,Books,40.65,2023-05-22
C133,P011,Books,270.17,2023-04-23
C186,P014,Toys & Games,209.48,2023-01-11
C214,P028,Books,86.23,2023-07-16
C041,P003,Electronics,190.27,2023-03-30
C043,P002,Books,315.59,2023-04-05
C359,P037,Clothing,235.53,2023-08-30
C114,P045,Clothing,66.74,2023-09-13
C081,P006,Electronics,445.32,2023-11-12
C338,P021,Home & Kitchen,118.43,2023-01-20
C188,P014,Toys & Games,312.64,2023-10-02
C011,P016,Toys & Games,346.4,2023-01-07
C083,P038,Home & Kitchen,215.17,2023-08-31
C369,P044,Clothing,47.98,2023-03-22
C186,P002,Books,20.01,2023-06-20
C352,P007,Books,430.79,2023-05-10
C054,P022,Electronics,147.92,2023-03-08
C430,P048,Books,8.91,2023-04-08
C081,P030,Home & Kitchen,136.83,2023-07-25
C207,P028,Books,243.16,2023-09-12
C454,P046,Books,167.38,2023-12-05
C275,P008,Home & Kitchen,333.05,2023-08-06
C466,P012,Electronics,20.82,2023-09-10
C431,P027,Toys & Games,290.91,2023-10-25
C081,P038,Home & Kitchen,384.61,2023-08-17
C345,P048,Books,376.83,2023-12-31
C356,P041,Home & Kitchen,347.01,2023-01-16
C207,P044,Clothing,364.71,2023-01-10
C397,P042,Clothing,202.86,2023-02-02
C050,P001,Clothing,315.88,2023-11-05
C176,P030,Home & Kitchen,16.2,2023-01-16
C201,P033,Electronics,321.44,2023-01-24
C020,P031,Books,457.87,2023-04-08
C312,P006,Electronics,9.02,2023-05-31
C246,P020,Toys & Games,169.68,2023-01-11
C183,P015,Clothing,125.85,2023-08-08
C190,P018,Electronics,248.12,2023-05-10
C343,P012,Electronics,314.67,2023-02-09
C357,P046,Books,394.8,2023-02-17
C249,P049,Electronics,77.18,2023-06-06
C442,P006,Electronics,334.25,2023-03-11
C458,P028,Books,33.87,2023-09-03
C343,P037,Clothing,217.98,2023-09-06
C392,P041,Home & Kitchen,322.31,2023-12-12
C405,P025,Clothing,380.63,2023-10-31
C161,P043,Books,195.26,2023-07-20
C382,P035,Books,406.12,2023-10-05
C283,P036,Clothing,385.72,2023-07-31
C078,P002,Books,232.58,2023-11-10
C450,P026,Electronics,253.58,2023-02-12
C438,P046,Books,461.99,2023-01-18
C056,P012,Electronics,493.47,2023-09-11
C421,P032,Home & Kitchen,491.41,2023-12-09
C404,P049,Electronics,287.48,2023-02-11
C305,P030,Home & Kitchen,427.79,2023-01-10
C182,P013,Home & Kitchen,181.42,2023-12-24
C151,P041,Home & Kitchen,270.93,2023-08-20
C112,P019,Home & Kitchen,293.92,2023-11-19
C029,P006,Electronics,109.67,2023-02-12
C063,P048,Books,333.0,2023-03-23
C381,P014,Toys & Games,438.99,2023-07-22
C019,P046,Books,16.46,2023-07-13
C108,P005,Clothing,168.26,2023-01-25
C337,P019,Home & Kitchen,240.82,2023-12-16
C205,P030,Home & Kitchen,268.17,2023-02-06
C291,P004,Books,364.82,2023-03-17
C020,P012,Electronics,201.52,2023-03-16
C475,P026,Electronics,285.08,2023-04-14
C296,P015,Clothing,34.98,2023-02-12
C231,P032,Home & Kitchen,356.67,2023-12-22
C474,P023,Books,169.09,2023-06-16
C425,P022,Electronics,327.43,2023-10-22
C392,P024,Books,390.93,2023-03-30
C148,P001,Clothing,208.23,2023-09-12
C069,P009,Toys & Games,257.43,2023-07-30
C458,P037,Clothing,27.87,2023-12-17
C075,P048,Books,250.22,2023-11-30
C031,P039,Books,290.05,2023-08-13
C490,P023,Books,435.22,2023-11-09
C091,P018,Electronics,140.96,2023-10-03
C083,P045,Clothing,262.07,2023-04-08
C446,P008,Home & Kitchen,340.95,2023-03-22
C476,P010,Home & Kitchen,407.22,2023-01-13
C390,P025,Clothing,100.84,2023-12-21
C304,P005,Clothing,90.7,2023-06-18
C378,P023,Books,151.65,2023-09-21
C008,P022,Electronics,211.78,2023-07-20
C246,P036,Clothing,22.09,2023-03-22
C392,P021,Home & Kitchen,150.88,2023-11-08
C094,P029,Books,396.94,2023-02-13
C458,P016,Toys & Games,50.0,2023-05-07
C463,P025,Clothing,31.04,2023-11-30
C352,P044,Clothing,8.2,2023-10-25
C238,P011,Books,188.31,2023-08-23
C327,P042,Clothing,13.01,2023-10-27
C228,P045,Clothing,471.71,2023-07-07
C276,P017,Electronics,191.71,2023-11-05
C038,P001,Clothing,189.58,2023-10-23
C262,P009,Toys & Games,434.23,2023-10-17
C330,P029,Books,17.19,2023-05-24
C257,P009,Toys & Games,354.48,2023-08-02
C250,P045,Clothing,179.25,2023-08-14
C019,P045,Clothing,79.28,2023-01-14
C452,P050,Home & Kitchen,277.55,2023-07-23
C233,P018,Electronics,250.86,2023-08-29
C377,P044,Clothing,171.25,2023-03-28
C290,P013,Home & Kitchen,313.41,2023-02-22
C039,P038,Home & Kitchen,137.88,2023-03-22
C051,P045,Clothing,58.51,2023-04-05
C376,P014,Toys & Games,22.21,2023-08-03
C352,P028,Books,225.1,2023-04-08
C016,P035,Books,445.77,2023-03-29
C263,P001,Clothing,481.04,2023-06-18
C352,P004,Books,100.82,2023-12-14
C168,P039,Books,70.3,2023-03-10
C209,P014,Toys & Games,74.7,2023-01-30
C235,P023,Books,140.01,2023-10-04
C047,P036,Clothing,307.95,2023-07-07
C463,P012,Electronics,33.01,2023-09-06
C149,P011,Books,118.43,2023-12-19
C246,P005,Clothing,131.65,2023-11-14
C458,P041,Home & Kitchen,280.07,2023-02-27
C186,P035,Books,203.27,2023-08-29
C053,P003,Electronics,217.86,2023-04-17
C264,P020,Toys & Games,340.59,2023-03-22
C399,P013,Home & Kitchen,441.78,2023-12-20
C355,P025,Clothing,212.14,2023-07-26
C251,P003,Electronics,143.25,2023-08-26
C206,P021,Home & Kitchen,95.26,2023-07-21
C117,P026,Electronics,194.96,2023-06-19
C369,P008,Home & Kitchen,176.27,2023-02-08
C490,P050,Home & Kitchen,371.73,2023-03-31
C064,P034,Home & Kitchen,280.17,2023-04-10
C471,P011,Books,346.98,2023-06-13
C015,P032,Home & Kitchen,141.98,2023-06-28
C283,P033,Electronics,428.86,2023-12-18
C261,P003,Electronics,423.17,2023-02-03
C323,P050,Home & Kitchen,382.59,2023-12-31
C164,P045,Clothing,90.02,2023-08-17
C338,P019,Home & Kitchen,414.36,2023-08-30
C288,P031,Books,197.57,2023-09-29
C009,P028,Books,296.73,2023-09-12
C107,P037,Clothing,231.84,2023-08-14
C399,P037,Clothing,103.11,2023-05-21
C176,P014,Toys & Games,138.78,2023-10-09
C026,P015,Clothing,359.62,2023-03-07
C413,P021,Home & Kitchen,338.06,2023-03-12
C215,P045,Clothing,351.98,2023-04-16
C108,P017,Electronics,439.24,2023-06-13
C438,P024,Books,233.89,2023-10-23
C346,P047,Clothing,237.15,2023-01-10
C062,P028,Books,471.04,2023-06-17
C207,P026,Electronics,224.79,2023-05-04
C044,P015,Clothing,326.56,2023-01-02
C358,P021,Home & Kitchen,485.88,2023-12-24
C015,P041,Home & Kitchen,191.77,2023-01-24
C171,P009,Toys & Games,256.79,2023-11-13
C021,P047,Clothing,270.89,2023-04-25
C188,P022,Electronics,475.52,2023-12-16
C209,P033,Electronics,16.17,2023-02-02
C368,P006,Electronics,195.74,2023-02-21
C210,P013,Home & Kitchen,90.04,2023-06-07
C064,P045,Clothing,76.46,2023-01-12
C019,P010,Home & Kitchen,38.97,2023-03-29
C288,P008,Home & Kitchen,245.85,2023-06-04
C230,P034,Home & Kitchen,131.6,2023-03-14
C500,P050,Home & Kitchen,54.03,2023-01-05
C468,P011,Books,339.04,2023-11-23
C429,P012,Electronics,321.34,2023-03-28
C191,P043,Books,9.74,2023-11-04
C012,P004,Books,20.9,2023-01-23
C414,P025,Clothing,225.63,2023-01-26
C188,P034,Home & Kitchen,195.06,2023-11-28
C473,P016,Toys & Games,31.36,2023-11-11
C377,P004,Books,43.15,2023-05-28
C158,P009,Toys & Games,13.69,2023-07-09
C390,P046,Books,22.11,2023-12-10
C152,P007,Books,265.23,2023-03-04
C437,P025,Clothing,321.19,2023-10-07
C470,P006,Electronics,31.85,2023-03-23
C308,P020,Toys & Games,113.19,2023-01-18
C479,P024,Books,97.6,2023-09-08
C128,P023,Books,50.4,2023-02-18
C489,P011,Books,239.83,2023-07-01
C428,P043,Books,406.25,2023-08-02
C238,P031,Books,258.35,2023-09-22
C369,P011,Books,30.33,2023-06-12
C315,P019,Home & Kitchen,247.33,2023-02-18
